product_id,product_name,category,subcategory,brand,price,cost,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,color,material,warranty_months,rating_avg,review_count,is_bestseller,launch_date
351,Air Purifier,Beauty & Health,Skincare,Sony,642.25,391.23,634,75,12,14.49,7x7x33cm,Red,Fabric,24,4.5,914,True,2024-01-16
352,Air Purifier,Home & Garden,Furniture,Samsung,2019.47,1432.01,642,86,16,13.94,30x23x22cm,Green,Leather,24,4.9,582,False,2025-01-09
353,Designer Jeans,Beauty & Health,Supplements,Nikon,2073.04,1319.41,781,88,18,10.88,32x30x43cm,Blue,Plastic,36,4.1,864,True,2023-10-30
354,Leather Jacket,Books & Media,Movies,Razer,2762.39,1941.2,424,53,15,47.67,20x19x11cm,Black,Metal,36,4.2,737,False,2024-08-23
355,Smart Speaker,Sports & Outdoors,Outdoor Recreation,Amazon,2771.19,1760.48,562,81,10,34.95,48x25x21cm,Gray,Fabric,6,3.4,384,False,2023-12-07
356,4K Monitor,Beauty & Health,Makeup,JBL,2797.83,2021.02,237,24,9,9.61,24x34x13cm,Red,Fabric,24,4.6,632,False,2023-06-21
357,Sports Watch,Books & Media,Comics,Logitech,1818.12,1232.96,889,54,7,3.15,48x45x19cm,Black,Plastic,12,3.3,102,True,2022-11-06
358,Casual Blazer,Electronics,Smart Home,Nike,24.1,16.33,245,15,12,15.77,13x24x31cm,Green,Glass,24,4.1,256,False,2025-06-11
359,Wireless Earbuds,Fashion,Accessories,Apple,2138.69,1467.51,288,56,20,16.45,33x47x34cm,Gold,Wood,36,3.9,257,False,2023-11-17
360,Smart Speaker,Beauty & Health,Medical,Nikon,202.1,133.02,337,22,2,38.56,47x25x18cm,Green,Plastic,24,3.8,975,True,2023-09-13
361,Smart Watch,Beauty & Health,Hair Care,Sony,165.85,105.31,420,61,12,44.51,24x40x25cm,White,Wood,36,2.6,548,False,2022-11-25
362,Pro Max Smartphone,Electronics,Tablets,Nikon,885.55,593.4,680,63,1,16.82,29x36x33cm,Blue,Ceramic,6,2.7,922,False,2024-09-03
363,Designer Jeans,Sports & Outdoors,Exercise,Samsung,1532.51,929.37,839,69,15,48.59,33x43x11cm,White,Plastic,36,4.4,881,False,2022-07-31
364,Mechanical Keyboard,Books & Media,Fiction,Panasonic,2011.8,1500.86,340,33,3,15.13,31x13x8cm,Black,Wood,36,2.6,702,True,2022-10-29
365,Mechanical Keyboard,Beauty & Health,Supplements,Panasonic,2830.78,1755.31,218,19,17,35.87,32x50x33cm,Black,Fabric,6,4.6,219,False,2024-04-10
366,Air Purifier,Home & Garden,Kitchen,Logitech,2244.65,1455.87,60,62,3,18.46,15x50x10cm,Silver,Metal,6,4.0,130,True,2022-06-24
367,Sports Watch,Home & Garden,Furniture,Nikon,1803.91,1261.8,431,100,16,22.03,9x46x47cm,Red,Fabric,24,3.0,694,True,2023-02-23
368,LED Light Bulbs,Electronics,Laptops,JBL,451.07,313.35,417,75,5,48.3,39x36x7cm,Gold,Wood,24,4.2,679,False,2022-12-07
369,4K Monitor,Sports & Outdoors,Exercise,Lenovo,898.0,566.63,536,46,4,31.99,40x38x7cm,Black,Wood,6,4.2,982,False,2024-03-14
370,Cotton T-Shirt,Sports & Outdoors,Exercise,HP,2618.67,2077.46,157,85,16,23.0,8x35x16cm,Gold,Wood,6,3.2,949,True,2022-11-17
371,Casual Blazer,Beauty & Health,Skincare,Sony,353.25,247.5,685,58,8,47.78,6x50x8cm,Gold,Metal,24,3.0,191,False,2022-07-17
372,Designer Jeans,Fashion,Accessories,Logitech,2125.3,1574.05,959,100,1,45.02,21x7x20cm,Blue,Wood,24,4.2,897,False,2025-06-01
373,4K Monitor,Beauty & Health,Supplements,Apple,927.15,686.67,23,15,14,23.42,7x33x44cm,Blue,Glass,12,4.9,970,False,2024-02-23
374,Smart Speaker,Sports & Outdoors,Winter Sports,Panasonic,662.08,445.99,563,28,4,17.62,27x34x34cm,Blue,Fabric,6,4.9,636,True,2023-08-05
375,Security Camera,Electronics,Tablets,Acer,2253.44,1544.47,180,14,4,40.34,35x28x8cm,Red,Wood,24,4.5,723,False,2024-06-17
376,Mechanical Keyboard,Books & Media,Music,Google,1672.09,1281.28,78,39,12,39.62,38x12x37cm,Gold,Glass,12,4.4,488,True,2024-11-14
377,Leather Jacket,Books & Media,Music,Adidas,903.61,674.49,972,13,3,33.11,14x21x33cm,Gold,Ceramic,36,4.1,563,True,2022-09-14
378,Gaming Laptop,Sports & Outdoors,Exercise,Canon,402.27,321.76,327,36,4,40.96,30x23x38cm,Black,Ceramic,36,3.1,480,True,2022-08-21
379,4K Monitor,Home & Garden,Kitchen,Lenovo,2859.86,2151.51,441,16,5,24.86,25x38x26cm,Silver,Fabric,24,4.5,675,False,2023-09-06
380,Gaming Laptop,Books & Media,Fiction,Nikon,2482.19,1923.65,650,85,5,28.0,45x30x46cm,Gray,Metal,36,4.2,974,False,2024-05-20
381,Sports Watch,Sports & Outdoors,Exercise,Corsair,2883.59,2196.53,367,60,14,10.49,50x40x7cm,Red,Metal,24,3.0,265,True,2022-09-26
382,Sports Watch,Books & Media,Educational,HP,2451.91,1852.36,795,71,9,48.86,49x29x24cm,Gold,Fabric,24,4.6,618,True,2024-08-23
383,Running Shoes,Home & Garden,Tools,Google,44.41,35.09,284,72,8,8.68,12x49x40cm,Green,Ceramic,6,4.9,471,True,2025-03-05
384,Tablet Pro,Books & Media,Educational,Acer,1017.83,733.42,401,97,19,19.99,36x43x37cm,Green,Wood,12,3.6,931,True,2023-01-27
385,Gaming Laptop,Fashion,Clothing,Canon,923.85,574.4,160,83,18,5.77,29x31x33cm,Blue,Leather,24,4.6,331,False,2024-11-12
386,Designer Jeans,Electronics,Audio,ASUS,2803.75,2099.46,796,62,3,20.35,44x42x26cm,Gray,Ceramic,6,3.6,325,True,2023-07-18
387,Premium Sneakers,Home & Garden,Security,Google,439.01,327.14,20,32,18,30.19,6x34x50cm,Red,Leather,6,3.3,157,False,2024-05-10
388,Smart Watch,Home & Garden,Tools,Amazon,342.02,220.12,903,82,19,32.51,23x23x34cm,Gold,Fabric,12,3.4,650,False,2022-08-14
389,Pro Max Smartphone,Books & Media,Movies,Adidas,1643.96,1159.55,417,96,5,20.2,16x47x42cm,Silver,Metal,6,4.5,964,False,2024-12-31
390,Mechanical Keyboard,Fashion,Accessories,Logitech,2528.14,1934.12,668,100,4,47.1,50x39x7cm,Gold,Metal,36,4.6,791,False,2022-12-02
391,Security Camera,Electronics,Gaming,Google,2610.69,2000.78,118,76,6,21.71,35x24x39cm,Gray,Plastic,36,2.9,660,False,2024-01-11
392,Tablet Pro,Home & Garden,Security,JBL,40.78,26.24,551,19,12,36.85,11x37x42cm,Blue,Leather,12,2.9,939,True,2024-01-13
393,Air Purifier,Home & Garden,Tools,Canon,379.93,235.07,942,68,9,11.69,27x6x41cm,Red,Fabric,12,4.9,247,False,2024-06-17
394,Coffee Maker,Beauty & Health,Medical,Garmin,253.37,174.79,671,93,5,36.93,36x10x27cm,Green,Leather,24,2.8,947,True,2024-05-30
395,Leather Jacket,Beauty & Health,Hair Care,Canon,2100.24,1475.15,563,55,12,14.83,13x14x23cm,White,Plastic,12,2.6,877,True,2025-05-29
396,4K Monitor,Beauty & Health,Skincare,Canon,705.61,526.56,577,70,9,4.03,22x40x17cm,Black,Ceramic,36,3.0,591,False,2023-10-11
397,Premium Sneakers,Electronics,Audio,Nike,2518.04,1915.49,920,65,18,25.19,21x10x39cm,White,Fabric,12,3.0,405,False,2023-02-10
398,Wireless Earbuds,Electronics,Smartphones,LG,1648.0,1137.46,442,20,18,48.74,16x31x11cm,Red,Wood,12,5.0,801,True,2024-01-24
399,Pro Max Smartphone,Electronics,Laptops,Sony,484.31,322.28,547,81,11,28.21,36x18x16cm,Black,Glass,6,4.3,451,False,2025-01-03
400,Tablet Pro,Fashion,Bags,Lenovo,1017.2,762.7,2,13,20,26.8,9x24x12cm,Gray,Glass,12,4.0,88,False,2023-06-08
401,Security Camera,Sports & Outdoors,Winter Sports,Nikon,1991.56,1339.31,197,34,3,27.13,40x25x9cm,White,Metal,36,2.7,191,True,2022-12-08
402,Robot Vacuum,Sports & Outdoors,Team Sports,Nike,1709.64,1111.82,120,80,10,6.75,44x27x25cm,Black,Leather,12,3.9,299,True,2024-06-12
403,Cotton T-Shirt,Electronics,Smart Home,Fitbit,2865.97,1733.61,575,71,11,33.75,11x46x18cm,White,Fabric,12,3.5,249,True,2022-09-19
404,Gaming Laptop,Beauty & Health,Makeup,Acer,1302.44,914.88,582,62,8,43.21,46x29x27cm,Green,Wood,12,3.1,370,False,2024-09-02
405,4K Monitor,Books & Media,Non-fiction,Amazon,2869.05,1767.43,751,21,12,26.75,31x37x35cm,Green,Metal,24,3.8,755,True,2025-05-08
406,Coffee Maker,Sports & Outdoors,Exercise,Razer,1813.05,1113.47,378,16,11,22.12,36x41x37cm,White,Ceramic,36,4.4,788,False,2023-12-22
407,LED Light Bulbs,Books & Media,Educational,JBL,2405.31,1512.52,999,31,15,23.95,15x6x18cm,Silver,Plastic,36,4.7,947,True,2023-02-07
408,Premium Sneakers,Electronics,Audio,Nikon,213.87,134.6,636,45,13,37.7,7x21x43cm,Blue,Glass,36,4.0,274,True,2024-03-11
409,Smart Speaker,Home & Garden,Cleaning,HP,110.46,69.46,112,32,3,9.93,11x12x46cm,Green,Metal,24,3.6,290,True,2023-06-17
410,Wireless Charger,Fashion,Clothing,Apple,607.1,403.74,574,79,1,17.59,45x49x31cm,Black,Wood,36,3.3,103,True,2023-08-07
411,Tablet Pro,Beauty & Health,Supplements,HP,111.52,88.5,460,41,13,22.54,7x17x43cm,Gray,Fabric,36,4.7,895,False,2025-06-09
412,Leather Jacket,Books & Media,Comics,Acer,996.43,635.92,942,11,10,29.86,18x40x16cm,Red,Wood,36,3.0,160,False,2022-09-11
413,Wireless Mouse,Sports & Outdoors,Winter Sports,Adidas,2150.21,1484.26,37,50,10,43.82,34x8x10cm,Silver,Metal,36,3.7,677,True,2024-06-06
414,Wireless Earbuds,Fashion,Footwear,Samsung,2932.63,2250.81,898,15,6,20.23,11x31x10cm,Gray,Plastic,6,3.4,675,True,2022-07-07
415,LED Light Bulbs,Fashion,Accessories,Razer,2921.19,2086.4,590,34,3,49.29,18x14x8cm,Blue,Fabric,24,2.6,523,False,2024-03-30
416,4K Monitor,Beauty & Health,Makeup,Microsoft,573.1,386.21,195,65,18,0.31,35x26x40cm,Green,Glass,12,3.3,918,False,2023-10-05
417,Premium Sneakers,Fashion,Accessories,Microsoft,1966.45,1299.95,763,63,15,29.58,42x44x37cm,Red,Leather,6,4.4,550,True,2025-04-03
418,Tablet Pro,Books & Media,Music,Lenovo,1870.84,1325.45,127,20,10,21.63,5x11x50cm,Blue,Fabric,36,3.1,482,True,2024-02-21
419,Premium Sneakers,Books & Media,Movies,LG,2538.89,1956.01,187,39,16,39.95,35x43x43cm,Gold,Leather,24,4.1,830,True,2024-07-14
420,Smart Thermostat,Beauty & Health,Makeup,Garmin,688.11,483.87,568,78,1,3.17,38x17x46cm,Black,Ceramic,36,2.8,604,True,2024-05-15
421,Security Camera,Sports & Outdoors,Exercise,Logitech,2839.12,2256.8,815,76,9,23.6,27x22x22cm,Silver,Wood,12,4.2,509,True,2024-05-22
422,Smart Speaker,Home & Garden,Kitchen,Panasonic,2337.03,1599.35,498,76,17,28.13,28x22x45cm,Red,Metal,24,3.5,993,True,2024-03-02
423,Sports Watch,Beauty & Health,Makeup,LG,2482.6,1565.49,111,89,18,14.57,39x24x44cm,Black,Fabric,6,3.5,499,False,2023-09-24
424,Wireless Charger,Books & Media,Comics,Acer,215.92,131.66,253,53,20,6.43,27x46x21cm,Black,Fabric,12,2.9,358,True,2023-09-17
425,Smart Watch,Fashion,Footwear,Samsung,1735.31,1362.33,334,78,1,1.89,12x11x46cm,Gold,Plastic,36,3.0,303,True,2022-09-05
426,Smart Speaker,Beauty & Health,Supplements,HP,1279.76,954.48,90,63,13,17.99,17x32x17cm,Gray,Leather,24,3.6,434,False,2023-11-08
427,Backpack,Fashion,Clothing,Panasonic,2686.25,1987.42,390,71,17,1.3,34x13x28cm,Black,Fabric,36,4.3,60,False,2024-01-28
428,Security Camera,Sports & Outdoors,Winter Sports,Garmin,1977.06,1473.31,603,18,9,44.59,21x50x45cm,Black,Glass,6,3.5,88,True,2024-08-11
429,Coffee Maker,Home & Garden,Kitchen,Panasonic,2036.85,1355.05,979,83,20,36.84,43x38x11cm,White,Fabric,6,2.6,760,False,2022-12-12
430,Wireless Earbuds,Home & Garden,Security,JBL,2698.82,1646.78,832,23,3,33.19,19x35x11cm,Black,Glass,24,3.6,133,False,2023-08-13
431,Wireless Earbuds,Home & Garden,Decor,JBL,2304.75,1725.36,569,44,14,49.25,41x22x48cm,Silver,Plastic,6,4.2,640,True,2024-01-28
432,Wireless Mouse,Electronics,Audio,Razer,983.93,781.4,25,65,20,28.2,11x20x7cm,Black,Fabric,24,3.4,364,False,2023-03-17
433,Premium Sneakers,Home & Garden,Tools,Apple,597.83,368.98,369,23,15,30.62,25x26x18cm,Silver,Glass,36,3.4,550,True,2024-12-11
434,Running Shoes,Sports & Outdoors,Team Sports,Dell,335.99,237.05,949,46,3,47.81,29x19x29cm,Silver,Plastic,6,4.0,675,True,2024-08-17
435,Designer Jeans,Fashion,Jewelry,Dell,1766.71,1170.0,274,67,4,10.19,33x39x42cm,Gray,Leather,36,2.9,454,True,2023-12-21
436,Robot Vacuum,Fashion,Jewelry,Microsoft,670.0,410.2,116,94,15,39.11,11x14x27cm,Blue,Fabric,12,4.3,698,True,2023-11-17
437,Running Shoes,Beauty & Health,Medical,ASUS,227.2,151.59,47,65,5,3.06,24x23x8cm,Gold,Leather,12,4.7,411,True,2022-12-12
438,Mechanical Keyboard,Books & Media,Fiction,LG,164.39,125.27,542,53,1,36.02,14x47x25cm,White,Leather,36,4.6,210,True,2025-02-08
439,LED Light Bulbs,Home & Garden,Security,Dell,2210.08,1501.63,104,96,13,14.7,35x12x27cm,Blue,Metal,24,4.0,431,False,2025-03-03
440,Smart Watch,Home & Garden,Tools,Adidas,148.7,90.85,742,40,20,27.35,36x39x8cm,Gold,Glass,24,3.4,72,False,2025-04-14
441,Robot Vacuum,Books & Media,Movies,Razer,507.21,361.26,50,30,18,18.97,15x27x7cm,White,Ceramic,6,2.6,901,True,2024-12-22
442,Smart Speaker,Sports & Outdoors,Winter Sports,Lenovo,746.68,527.53,951,55,13,8.58,14x5x10cm,White,Wood,6,3.0,951,False,2024-10-12
443,Gaming Laptop,Home & Garden,Furniture,Logitech,896.87,585.54,753,41,14,26.42,36x44x27cm,Green,Ceramic,6,2.6,731,False,2025-01-07
444,Designer Jeans,Home & Garden,Furniture,Samsung,2063.37,1242.79,83,96,10,23.03,29x25x16cm,White,Ceramic,12,3.3,86,True,2023-04-15
445,Cotton T-Shirt,Fashion,Bags,Fitbit,2960.99,1797.18,870,16,18,32.12,38x9x16cm,Blue,Ceramic,24,4.9,890,True,2025-02-14
446,Air Purifier,Books & Media,Non-fiction,Logitech,639.26,462.64,325,84,11,19.48,45x16x18cm,Green,Ceramic,6,5.0,820,False,2023-04-23
447,Wireless Charger,Home & Garden,Cleaning,Canon,2667.6,2040.83,235,46,17,20.55,37x34x35cm,Black,Ceramic,36,3.3,914,True,2022-12-19
448,LED Light Bulbs,Electronics,Smartphones,Logitech,2294.32,1807.4,769,29,20,21.53,18x5x14cm,Gold,Glass,6,4.6,662,True,2023-05-13
449,Smart Speaker,Home & Garden,Furniture,Microsoft,2077.32,1486.1,366,81,9,5.57,30x7x24cm,Black,Glass,24,4.8,642,False,2024-07-27
450,Security Camera,Home & Garden,Kitchen,Samsung,218.27,150.79,448,93,12,2.04,40x13x45cm,Black,Ceramic,6,3.6,606,False,2024-01-26
451,Gaming Laptop,Sports & Outdoors,Team Sports,Nikon,2957.23,2246.8,785,70,18,43.31,34x10x20cm,Gold,Plastic,36,3.9,961,True,2023-12-01
452,Wireless Charger,Books & Media,Music,Apple,1173.2,920.25,66,69,15,18.93,26x49x35cm,Green,Leather,24,3.4,446,True,2022-09-11
453,Casual Blazer,Beauty & Health,Makeup,Adidas,739.97,580.48,448,35,7,40.08,29x18x33cm,Red,Leather,36,3.2,209,False,2023-11-01
454,Gaming Laptop,Home & Garden,Furniture,Lenovo,1220.79,954.48,169,39,20,45.97,31x46x24cm,Gray,Ceramic,36,4.5,427,False,2022-12-06
455,Wireless Earbuds,Beauty & Health,Makeup,HP,100.24,65.19,666,62,15,1.33,34x23x11cm,Gold,Leather,12,3.0,579,False,2024-05-21
456,Mechanical Keyboard,Sports & Outdoors,Outdoor Recreation,Sony,1646.41,1064.85,89,25,8,24.53,38x5x7cm,Silver,Fabric,12,4.4,770,False,2024-12-05
457,Designer Jeans,Books & Media,Comics,Nikon,1123.78,859.69,625,91,3,47.99,19x26x49cm,Red,Glass,12,4.1,501,False,2025-01-09
458,Premium Sneakers,Fashion,Footwear,Nike,798.72,571.82,259,37,16,27.95,34x11x12cm,Gray,Metal,6,4.6,734,True,2024-03-04
459,Backpack,Electronics,Smartphones,Nikon,256.5,192.61,932,58,11,35.74,43x49x31cm,Green,Leather,36,4.3,745,True,2022-07-18
460,Robot Vacuum,Fashion,Jewelry,Bose,832.98,610.26,488,63,7,47.07,49x34x22cm,Black,Plastic,6,4.3,545,False,2024-06-27
461,Sports Watch,Fashion,Accessories,JBL,2016.09,1579.93,672,24,8,19.5,32x34x7cm,Silver,Wood,6,3.7,358,False,2022-10-05
462,Wireless Mouse,Sports & Outdoors,Team Sports,JBL,625.74,402.55,708,92,16,2.44,49x38x46cm,Silver,Wood,6,3.7,462,True,2023-05-19
463,Gaming Laptop,Sports & Outdoors,Team Sports,Adidas,1073.78,683.58,666,24,6,44.81,40x38x40cm,Gray,Plastic,6,3.4,5,True,2024-04-15
464,Pro Max Smartphone,Sports & Outdoors,Exercise,Canon,2924.49,2274.27,592,23,20,14.6,12x32x5cm,Gold,Plastic,12,4.6,678,True,2022-10-08
465,Running Shoes,Sports & Outdoors,Exercise,Fitbit,510.97,348.14,87,42,12,41.59,28x9x30cm,Silver,Plastic,6,3.3,362,True,2024-08-08
466,Wireless Mouse,Electronics,Tablets,Bose,95.37,72.26,703,56,15,46.19,40x15x44cm,White,Leather,12,3.2,701,True,2024-10-15
467,Wireless Charger,Beauty & Health,Medical,Garmin,2878.2,2019.66,663,90,3,15.87,25x23x30cm,Silver,Leather,24,4.5,67,True,2024-03-07
468,Smart Speaker,Home & Garden,Furniture,HP,1664.17,1268.33,54,61,14,12.01,10x41x47cm,Red,Plastic,36,5.0,132,True,2023-12-15
469,Robot Vacuum,Electronics,Smartphones,Amazon,1580.87,1224.09,998,86,20,14.85,36x20x5cm,Gold,Wood,6,4.6,892,False,2024-01-27
470,Premium Sneakers,Books & Media,Educational,Acer,885.52,545.56,784,19,12,28.19,45x6x28cm,Black,Glass,12,3.5,882,True,2023-02-25
471,Sports Watch,Fashion,Bags,ASUS,904.8,635.98,558,98,4,23.06,48x48x36cm,Black,Glass,24,3.0,555,False,2023-02-11
472,Coffee Maker,Home & Garden,Security,Dell,506.63,362.13,883,30,15,27.27,15x27x26cm,Red,Leather,6,2.8,895,True,2023-05-10
473,Robot Vacuum,Electronics,Laptops,Panasonic,607.42,441.75,156,48,12,21.04,41x10x24cm,Gray,Fabric,6,2.5,428,False,2025-02-10
474,Sports Watch,Electronics,Audio,Nikon,1808.11,1149.92,180,43,12,48.14,34x7x49cm,Silver,Plastic,36,3.7,782,False,2022-11-18
475,Wireless Mouse,Books & Media,Music,Acer,994.0,639.78,168,63,6,43.9,33x10x23cm,Black,Fabric,24,5.0,947,True,2023-08-30
476,Running Shoes,Beauty & Health,Skincare,Canon,1318.63,909.93,377,28,19,14.52,20x29x30cm,Green,Leather,12,3.4,680,True,2023-12-26
477,Wireless Charger,Beauty & Health,Supplements,Adidas,86.11,52.73,986,29,9,1.02,7x43x13cm,Black,Fabric,24,4.5,122,True,2022-10-30
478,LED Light Bulbs,Beauty & Health,Makeup,Sony,230.4,173.06,671,27,11,44.18,12x12x20cm,Green,Leather,12,2.7,633,False,2022-10-01
479,Coffee Maker,Home & Garden,Tools,Corsair,221.6,144.13,628,43,5,16.64,48x28x43cm,Silver,Fabric,12,4.4,495,True,2023-08-06
480,Casual Blazer,Electronics,Tablets,Microsoft,399.89,263.3,400,68,1,8.42,23x36x13cm,Blue,Metal,12,3.7,187,True,2023-07-03
481,Wireless Charger,Electronics,Laptops,Google,2559.71,1998.52,985,78,4,18.83,31x8x14cm,Blue,Metal,36,3.4,705,False,2023-12-29
482,Gaming Laptop,Home & Garden,Decor,Corsair,2883.97,2229.45,751,99,20,47.18,10x32x38cm,Gold,Fabric,36,3.3,159,False,2023-04-20
483,Wireless Earbuds,Books & Media,Non-fiction,Panasonic,2632.73,1852.38,989,41,18,43.61,33x44x32cm,Silver,Ceramic,12,4.0,970,True,2022-12-01
484,Leather Jacket,Home & Garden,Cleaning,Lenovo,1045.92,802.25,856,28,19,13.73,20x32x28cm,White,Fabric,36,2.8,262,False,2023-09-25
485,Smart Thermostat,Books & Media,Movies,Garmin,1561.85,1094.84,107,34,3,27.76,10x33x39cm,Gray,Ceramic,12,4.6,269,True,2024-05-18
486,Pro Max Smartphone,Home & Garden,Kitchen,HP,2798.08,2093.63,274,82,18,36.27,21x34x15cm,Black,Fabric,24,4.1,986,False,2023-05-13
487,Premium Sneakers,Home & Garden,Tools,Nike,1636.06,1281.49,234,15,17,13.79,15x41x37cm,Green,Fabric,24,2.9,545,True,2024-06-25
488,Sports Watch,Home & Garden,Kitchen,Garmin,2015.1,1426.38,721,12,12,0.95,33x36x12cm,Black,Plastic,12,3.9,273,False,2023-02-11
489,Tablet Pro,Home & Garden,Cleaning,Razer,557.56,426.9,284,87,3,24.37,28x18x28cm,Gold,Wood,6,4.1,567,False,2022-12-31
490,Smart Watch,Sports & Outdoors,Exercise,LG,2341.55,1752.22,756,48,6,10.6,48x5x10cm,White,Fabric,6,3.5,718,False,2024-06-28
491,Cotton T-Shirt,Fashion,Accessories,Microsoft,1206.51,787.43,169,94,1,9.92,46x44x39cm,Blue,Leather,36,4.3,583,False,2024-02-01
492,Gaming Laptop,Electronics,Smart Home,Canon,895.62,576.7,934,41,17,15.07,17x45x38cm,White,Wood,24,3.4,791,True,2024-10-19
493,Pro Max Smartphone,Electronics,Smart Home,Amazon,1335.27,938.42,315,66,10,3.15,5x18x24cm,Gold,Glass,12,2.7,384,False,2023-08-27
494,Running Shoes,Beauty & Health,Skincare,Microsoft,2676.87,1810.89,624,70,7,30.55,11x39x25cm,Black,Wood,12,3.4,110,True,2023-09-07
495,Tablet Pro,Fashion,Accessories,Sony,461.24,325.15,969,40,7,39.87,20x21x41cm,Gray,Metal,24,4.9,53,False,2024-01-05
496,Pro Max Smartphone,Books & Media,Movies,Corsair,1661.06,1235.02,607,77,17,9.71,19x28x29cm,Red,Leather,12,3.7,467,True,2024-02-05
497,Mechanical Keyboard,Beauty & Health,Skincare,Logitech,2593.72,1625.67,816,58,10,1.7,10x7x11cm,Silver,Wood,12,4.0,295,True,2024-03-14
498,Wireless Earbuds,Beauty & Health,Medical,Amazon,1907.79,1194.5,414,50,20,36.03,18x34x36cm,Gray,Plastic,12,3.3,497,True,2022-11-11
499,Designer Jeans,Fashion,Clothing,Nikon,684.71,469.96,557,96,18,5.26,36x32x36cm,Red,Fabric,24,4.9,129,True,2024-08-01
500,Wireless Charger,Books & Media,Fiction,Corsair,2244.15,1696.23,43,50,13,27.18,48x13x5cm,Blue,Fabric,36,4.1,746,False,2025-01-05
